t,event,seq,cwnd,srtt_ms,rto_ms,bytes_acked,info
0.000315,SEND,0,4.000,,1000.000,0,
0.000400,SEND,1,4.000,,1000.000,0,
0.000494,SEND,2,4.000,,1000.000,0,
0.000570,SEND,3,4.000,,1000.000,0,
0.000578,STATS,-1,4.000,,1000.000,0,base=0 next=4 inflight=4
0.043140,ACK,0,4.250,42.816,128.447,1024,base=1
0.043342,SEND,4,4.250,42.816,128.447,1024,
0.050026,ACK,1,4.485,43.666,114.688,2048,base=2
0.050055,ACK,2,4.708,44.402,103.559,3072,base=3
0.050075,ACK,3,4.921,45.039,94.507,4096,base=4
0.050987,SEND,5,4.921,45.039,94.507,4096,
0.051085,SEND,6,4.921,45.039,94.507,4096,
0.051184,SEND,7,4.921,45.039,94.507,4096,
0.101199,STATS,-1,4.921,45.039,94.507,4096,base=4 next=8 inflight=4
0.101345,ACK,5,5.124,45.703,88.113,5120,base=4
0.101379,NAK,4,5.124,,,5120,
0.101531,RETX,4,4.555,45.703,88.113,5120,retx#1
0.101581,ACK,6,4.774,46.301,82.896,6144,base=4
0.103221,ACK,7,4.984,47.018,80.195,7168,base=4
0.103367,RETX,4,4.984,47.018,80.195,7168,retx#2
0.103871,SEND,8,4.984,47.018,80.195,7168,
0.104003,SEND,9,4.984,47.018,80.195,7168,
0.104148,SEND,10,4.984,47.018,80.195,7168,
0.147831,ACK,4,5.184,47.018,80.195,8192,base=8
0.147875,DUPACK,4,5.184,,,8192,
0.149657,SEND,11,5.184,47.018,80.195,8192,
0.149838,SEND,12,5.184,47.018,80.195,8192,
0.152289,ACK,8,5.377,47.192,73.466,9216,base=9
0.152325,ACK,9,5.563,47.332,68.164,10240,base=10
0.152569,SEND,13,5.563,47.332,68.164,10240,
0.152749,SEND,14,5.563,47.332,68.164,10240,
0.172960,TIMEOUT,10,4.945,47.332,136.328,10240,
0.173166,RETX,10,4.945,47.332,136.328,10240,retx#1
0.195692,ACK,11,5.147,47.167,64.112,11264,base=10
0.195866,ACK,12,5.341,47.021,60.901,12288,base=10
0.195904,ACK,13,5.529,46.560,60.660,13312,base=10
0.196143,RETX,10,5.529,46.560,60.660,13312,retx#2
0.196185,ACK,14,5.710,46.168,59.873,14336,base=10
0.196386,SEND,15,5.710,46.168,59.873,14336,
0.196584,SEND,16,5.710,46.168,59.873,14336,
0.196964,SEND,17,5.710,46.168,59.873,14336,
0.197141,SEND,18,5.710,46.168,59.873,14336,
0.202107,STATS,-1,5.710,46.168,59.873,14336,base=10 next=19 inflight=5
0.222220,ACK,10,5.885,46.168,59.873,15360,base=15
0.224668,SEND,19,5.885,46.168,59.873,15360,
0.242892,DUPACK,10,5.885,,,15360,
0.251392,ACK,15,6.055,47.268,66.343,16384,base=16
0.251497,ACK,16,6.220,48.222,70.160,17408,base=17
0.252276,SEND,20,6.220,48.222,70.160,17408,
0.252585,SEND,21,6.220,48.222,70.160,17408,
0.252849,SEND,22,6.220,48.222,70.160,17408,
0.252934,ACK,18,6.381,49.167,73.177,18432,base=17
0.255679,SEND,23,6.381,49.167,73.177,18432,
0.271043,TIMEOUT,17,5.672,49.167,146.355,18432,
0.271540,RETX,17,5.672,49.167,146.355,18432,retx#1
0.279567,ACK,19,5.848,49.880,73.592,19456,base=17
0.291286,ACK,20,6.019,48.516,77.205,20480,base=17
0.291829,RETX,17,6.019,48.516,77.205,20480,retx#2
0.292519,SEND,24,6.019,48.516,77.205,20480,
0.292913,SEND,25,6.019,48.516,77.205,20480,
0.296846,ACK,21,6.185,47.983,73.769,21504,base=17
0.298301,SEND,26,6.185,47.983,73.769,21504,
0.303396,STATS,-1,6.185,47.983,73.769,21504,base=17 next=27 inflight=6
0.305575,ACK,22,6.347,48.573,72.637,22528,base=17
0.305671,ACK,23,6.504,48.749,68.204,23552,base=17
0.306332,SEND,27,6.504,48.749,68.204,23552,
0.306700,SEND,28,6.504,48.749,68.204,23552,
0.315467,ACK,17,6.658,48.749,68.204,24576,base=24
0.317255,SEND,29,6.658,48.749,68.204,24576,
0.333337,DUPACK,17,6.658,,,24576,
0.336144,ACK,24,6.808,48.106,67.843,25600,base=25
0.337459,SEND,30,6.808,48.106,67.843,25600,
0.338285,ACK,25,6.955,47.763,65.311,26624,base=26
0.340278,SEND,31,6.955,47.763,65.311,26624,
0.344064,ACK,26,7.099,47.504,62.738,27648,base=27
0.344174,ACK,27,7.240,46.295,67.393,28672,base=28
0.345194,SEND,32,7.240,46.295,67.393,28672,
0.345377,SEND,33,7.240,46.295,67.393,28672,
0.345546,SEND,34,7.240,46.295,67.393,28672,
0.349084,ACK,28,7.378,45.805,65.548,29696,base=29
0.350835,SEND,35,7.378,45.805,65.548,29696,
0.353814,ACK,29,7.513,44.648,68.708,30720,base=30
0.356080,SEND,36,7.513,44.648,68.708,30720,
0.383998,ACK,30,7.647,44.881,64.785,31744,base=31
0.386424,SEND,37,7.647,44.881,64.785,31744,
0.389256,ACK,31,7.777,45.391,64.402,32768,base=32
0.389324,ACK,32,7.906,45.232,60.759,33792,base=33
0.389397,ACK,33,8.032,45.080,57.944,34816,base=34
