t,event,seq,cwnd,srtt_ms,rto_ms,bytes_acked,info
0.000320,SEND,0,4.000,,1000.000,0,
0.000408,SEND,1,4.000,,1000.000,0,
0.000490,SEND,2,4.000,,1000.000,0,
0.000565,SEND,3,4.000,,1000.000,0,
0.000572,STATS,-1,4.000,,1000.000,0,base=0 next=4 inflight=4
0.050180,ACK,0,4.250,49.841,149.524,1024,base=1
0.050226,ACK,1,4.485,49.837,124.632,2048,base=2
0.050251,ACK,2,4.708,49.827,106.005,3072,base=3
0.050899,SEND,4,4.708,49.827,106.005,3072,
0.051003,SEND,5,4.708,49.827,106.005,3072,
0.051102,SEND,6,4.708,49.827,106.005,3072,
0.053391,ACK,3,4.921,50.201,95.329,4096,base=4
0.055932,SEND,7,4.921,50.201,95.329,4096,
0.098817,ACK,4,5.124,49.915,86.052,5120,base=5
0.098843,ACK,5,5.319,49.655,78.835,6144,base=6
0.098863,ACK,6,5.507,49.418,73.199,7168,base=7
0.100507,ACK,7,5.689,48.812,71.494,8192,base=8
0.101301,SEND,8,5.689,48.812,71.494,8192,
0.101415,SEND,9,5.689,48.812,71.494,8192,
0.101532,SEND,10,5.689,48.812,71.494,8192,
0.101644,SEND,11,5.689,48.812,71.494,8192,
0.101755,SEND,12,5.689,48.812,71.494,8192,
0.101767,STATS,-1,5.689,48.812,71.494,8192,base=8 next=13 inflight=5
0.141809,ACK,8,5.864,47.773,73.097,9216,base=9
0.141851,ACK,9,6.035,46.856,73.190,10240,base=10
0.142215,SEND,13,6.035,46.856,73.190,10240,
0.142370,SEND,14,6.035,46.856,73.190,10240,
0.142520,SEND,15,6.035,46.856,73.190,10240,
0.146181,ACK,10,6.201,46.579,68.540,11264,base=11
0.146208,ACK,11,6.362,46.327,64.816,12288,base=12
0.147710,SEND,16,6.362,46.327,64.816,12288,
0.147864,SEND,17,6.362,46.327,64.816,12288,
0.151236,ACK,12,6.519,46.721,63.737,13312,base=13
0.153065,SEND,18,6.519,46.721,63.737,13312,
0.183474,ACK,13,6.672,46.037,64.270,14336,base=14
0.185998,SEND,19,6.672,46.037,64.270,14336,
0.188703,ACK,15,6.822,46.054,59.868,15360,base=14
0.191280,SEND,20,6.822,46.054,59.868,15360,
0.196600,ACK,16,6.969,46.408,59.596,16384,base=14
0.196664,ACK,18,7.112,46.056,58.759,17408,base=14
0.196931,RETX,14,6.322,46.056,58.759,17408,retx#1
0.196988,NAK,17,6.322,,,17408,
0.197247,RETX,17,6.322,46.056,58.759,17408,retx#1
0.199133,SEND,21,6.322,46.056,58.759,17408,
0.199369,SEND,22,6.322,46.056,58.759,17408,
0.201945,STATS,-1,6.322,46.056,58.759,17408,base=14 next=23 inflight=6
0.220090,ACK,19,6.480,44.558,66.073,18432,base=14
0.221434,SEND,23,6.480,44.558,66.073,18432,
0.222942,ACK,20,6.635,42.944,71.989,19456,base=14
0.224244,SEND,24,6.635,42.944,71.989,19456,
0.230911,ACK,14,6.785,42.944,71.989,20480,base=17
0.232167,SEND,25,6.785,42.944,71.989,20480,
0.234338,ACK,21,6.933,41.976,71.508,21504,base=17
0.235076,SEND,26,6.933,41.976,71.508,21504,
0.242903,ACK,22,7.077,42.168,65.857,22528,base=17
0.245460,SEND,27,7.077,42.168,65.857,22528,
0.245819,SEND,28,7.077,42.168,65.857,22528,
0.259657,ACK,23,7.218,41.671,63.417,23552,base=17
0.260097,RETX,17,7.218,41.671,63.417,23552,retx#2
0.261061,SEND,29,7.218,41.671,63.417,23552,
0.267032,NAK,17,7.218,,,23552,
0.267169,ACK,24,7.357,41.824,59.363,24576,base=17
0.269150,SEND,30,7.357,41.824,59.363,24576,
0.276089,ACK,25,7.493,42.084,57.314,25600,base=17
0.277181,SEND,31,7.493,42.084,57.314,25600,
0.287318,ACK,26,7.626,43.351,64.910,26624,base=17
0.287876,SEND,32,7.626,43.351,64.910,26624,
0.291472,ACK,27,7.757,43.681,62.493,27648,base=17
0.293431,SEND,33,7.757,43.681,62.493,27648,
0.293589,ACK,17,7.886,43.681,62.493,28672,base=28
0.296372,SEND,34,7.886,43.681,62.493,28672,
0.303643,STATS,-1,7.886,43.681,62.493,28672,base=28 next=35 inflight=7
0.307844,ACK,29,8.013,44.065,61.247,29696,base=28
0.309149,SEND,35,8.013,44.065,61.247,29696,
0.309514,SEND,36,8.013,44.065,61.247,29696,
0.309560,TIMEOUT,28,7.123,44.065,122.494,29696,
0.309929,RETX,28,7.123,44.065,122.494,29696,retx#1
0.310664,NAK,28,7.123,,,29696,
0.312867,ACK,30,7.263,44.020,57.270,30720,base=28
0.328486,ACK,31,7.401,44.926,62.115,31744,base=28
0.328945,RETX,28,7.401,44.926,62.115,31744,retx#2
0.330202,SEND,37,7.401,44.926,62.115,31744,
0.336871,ACK,32,7.536,45.430,62.354,32768,base=28
0.337014,ACK,33,7.669,45.197,59.751,33792,base=28
0.338078,SEND,38,7.669,45.197,59.751,33792,
0.338360,SEND,39,7.669,45.197,59.751,33792,
0.345857,ACK,34,7.799,45.730,60.904,34816,base=28
0.346333,SEND,40,7.799,45.730,60.904,34816,
0.350891,ACK,35,7.927,45.229,60.614,35840,base=28
0.350980,ACK,36,8.053,44.758,60.069,36864,base=28
0.351677,SEND,41,8.053,44.758,60.069,36864,
0.352068,SEND,42,8.053,44.758,60.069,36864,
0.352430,SEND,43,8.053,44.758,60.069,36864,
0.354832,ACK,28,8.178,44.758,60.069,37888,base=37
0.355150,SEND,44,8.178,44.758,60.069,37888,
0.372257,DUPACK,28,8.178,,,37888,
0.374631,ACK,37,8.300,44.713,56.555,38912,base=38
0.376953,SEND,45,8.300,44.713,56.555,38912,
0.380631,ACK,38,8.420,44.440,55.503,39936,base=39
0.381920,SEND,46,8.420,44.440,55.503,39936,
0.383744,ACK,40,8.539,43.560,58.901,40960,base=39
0.384543,SEND,47,8.539,43.560,58.901,40960,
0.396357,ACK,41,8.656,43.696,56.290,41984,base=39
0.396912,SEND,48,8.656,43.696,56.290,41984,
0.396964,TIMEOUT,39,7.694,43.696,112.580,41984,
0.397332,RETX,39,7.694,43.696,112.580,41984,retx#1
0.397509,ACK,42,7.824,43.914,55.105,43008,base=39
0.398030,RETX,39,7.824,43.914,55.105,43008,retx#2
0.403316,ACK,43,7.952,44.783,60.132,44032,base=39
0.403387,ACK,44,8.078,45.214,60.172,45056,base=39
0.405196,SEND,49,8.078,45.214,60.172,45056,
0.405473,SEND,50,8.078,45.214,60.172,45056,
0.405743,SEND,51,8.078,45.214,60.172,45056,
0.405772,STATS,-1,8.078,45.214,60.172,45056,base=39 next=52 inflight=8
0.427740,ACK,45,8.202,45.907,62.670,46080,base=39
0.430133,SEND,52,8.202,45.907,62.670,46080,
0.431837,ACK,47,8.324,46.078,60.021,47104,base=39
0.433017,SEND,53,8.324,46.078,60.021,47104,
0.435442,NAK,46,8.324,,,47104,
0.435839,RETX,46,8.324,46.078,60.021,47104,retx#1
0.441640,ACK,48,8.444,45.907,57.733,48128,base=39
0.442755,SEND,54,8.444,45.907,57.733,48128,
0.447239,ACK,39,8.562,45.907,57.733,49152,base=46
0.449520,SEND,55,8.562,45.907,57.733,49152,
0.449717,ACK,49,8.679,45.732,56.004,50176,base=46
0.452214,SEND,56,8.679,45.732,56.004,50176,
0.456069,ACK,50,8.794,46.338,58.891,51200,base=46
0.456123,ACK,51,8.908,46.844,60.303,52224,base=46
0.456365,RETX,46,8.908,46.844,60.303,52224,retx#2
0.456904,SEND,57,8.908,46.844,60.303,52224,
0.457125,SEND,58,8.908,46.844,60.303,52224,
0.471480,ACK,52,9.020,46.152,61.777,53248,base=46
0.471971,SEND,59,9.020,46.152,61.777,53248,
0.472332,SEND,60,9.020,46.152,61.777,53248,
0.472424,ACK,53,9.131,45.308,63.783,54272,base=46
