t,event,seq,cwnd,srtt_ms,rto_ms,bytes_acked,info
0.000333,SEND,0,4.000,,200.000,0,
0.000422,SEND,1,4.000,,200.000,0,
0.000499,SEND,2,4.000,,200.000,0,
0.000572,SEND,3,4.000,,200.000,0,
0.000576,STATS,-1,4.000,,200.000,0,base=0 next=4
0.045685,ACK,1,4.250,,,1024,"cum ack, base->1"
0.045717,ACK,2,4.485,,,2048,"cum ack, base->2"
0.048102,SEND,4,4.485,,200.000,2048,
0.048195,SEND,5,4.485,,200.000,2048,
0.050611,ACK,3,4.708,,,3072,"cum ack, base->3"
0.053143,SEND,6,4.708,,200.000,3072,
0.054239,ACK,4,4.921,,,4096,"cum ack, base->4"
0.055757,SEND,7,4.921,,200.000,4096,
0.099362,ACK,5,5.124,,,5120,"cum ack, base->5"
0.099399,ACK,6,5.319,,,6144,"cum ack, base->6"
0.099422,ACK,7,5.507,,,7168,"cum ack, base->7"
0.101080,SEND,8,5.507,,200.000,7168,
0.101207,SEND,9,5.507,,200.000,7168,
0.101331,SEND,10,5.507,,200.000,7168,
0.101456,SEND,11,5.507,,200.000,7168,
0.101465,STATS,-1,5.507,,200.000,7168,base=7 next=12
0.101516,ACK,8,5.689,,,8192,"cum ack, base->8"
0.104126,SEND,12,5.689,,200.000,8192,
0.144873,ACK,9,5.864,,,9216,"cum ack, base->9"
0.144904,ACK,10,6.035,,,10240,"cum ack, base->10"
0.147017,SEND,13,6.035,,200.000,10240,
0.147171,SEND,14,6.035,,200.000,10240,
0.147316,SEND,15,6.035,,200.000,10240,
0.147659,ACK,11,6.201,,,11264,"cum ack, base->11"
0.147684,ACK,12,6.362,,,12288,"cum ack, base->12"
0.149992,SEND,16,6.362,,200.000,12288,
0.150162,SEND,17,6.362,,200.000,12288,
0.154120,ACK,13,6.519,,,13312,"cum ack, base->13"
0.155386,SEND,18,6.519,,200.000,13312,
0.192740,ACK,14,6.672,,,14336,"cum ack, base->14"
0.193157,SEND,19,6.672,,200.000,14336,
0.195918,ACK,16,6.969,,,16384,"cum ack, base->16"
0.198434,SEND,20,6.969,,200.000,16384,
0.198646,SEND,21,6.969,,200.000,16384,
0.198723,ACK,17,7.112,,,17408,"cum ack, base->17"
0.198792,NAK,17,7.112,,,17408,
0.198828,FASTRETX,17,6.322,,200.000,17408,nak
0.198870,DUPACK,17,6.322,,,17408,
0.201422,RETX,17,6.322,,200.000,17408,
0.201650,RETX,18,6.322,,200.000,17408,
0.201856,RETX,19,6.322,,200.000,17408,
0.202068,RETX,20,6.322,,200.000,17408,
0.202293,RETX,21,6.322,,200.000,17408,
0.202502,SEND,22,6.322,,200.000,17408,
0.202518,STATS,-1,6.322,,200.000,17408,base=17 next=23
0.228324,NAK,17,6.322,,,17408,
0.228592,DUPACK,17,6.322,,,17408,
0.228643,NAK,17,6.322,,,17408,
0.233051,DUPACK,17,6.322,,,17408,
0.236488,NAK,17,6.322,,,17408,
0.236540,DUPACK,17,6.322,,,17408,
0.242734,NAK,17,6.322,,,17408,
0.242857,DUPACK,17,6.322,,,17408,
0.243004,NAK,17,6.322,,,17408,
0.254822,DUPACK,17,6.322,,,17408,
0.254928,NAK,17,6.322,,,17408,
0.254991,DUPACK,17,6.322,,,17408,
0.255043,NAK,17,6.322,,,17408,
0.255119,DUPACK,17,6.322,,,17408,
0.255186,NAK,17,6.322,,,17408,
0.255248,DUPACK,17,6.322,,,17408,
0.304312,STATS,-1,6.322,,200.000,17408,base=17 next=23
0.400539,TIMEOUT,17,6.322,,200.000,17408,timeout
0.403565,RETX,17,6.322,,200.000,17408,
0.403933,RETX,18,6.322,,200.000,17408,
0.404288,RETX,19,6.322,,200.000,17408,
0.404703,RETX,20,6.322,,200.000,17408,
0.405059,RETX,21,6.322,,200.000,17408,
0.405446,RETX,22,6.322,,200.000,17408,
0.405467,STATS,-1,6.322,,200.000,17408,base=17 next=23
0.461553,ACK,18,6.480,,,18432,"cum ack, base->18"
0.461665,ACK,19,6.635,,,19456,"cum ack, base->19"
0.461718,NAK,19,6.635,,,19456,
0.461738,FASTRETX,19,6.635,,200.000,19456,nak
0.461785,DUPACK,19,6.635,,,19456,
0.462148,RETX,19,6.635,,200.000,19456,
0.462418,RETX,20,6.635,,200.000,19456,
0.462678,RETX,21,6.635,,200.000,19456,
0.462955,RETX,22,6.635,,200.000,19456,
0.463236,SEND,23,6.635,,200.000,19456,
0.463503,SEND,24,6.635,,200.000,19456,
0.463550,NAK,19,6.635,,,19456,
0.463634,DUPACK,19,6.635,,,19456,
0.463679,NAK,19,6.635,,,19456,
0.463728,DUPACK,19,6.635,,,19456,
0.505713,STATS,-1,6.635,,200.000,19456,base=19 next=25
0.513818,ACK,20,6.785,,,20480,"cum ack, base->20"
0.513916,ACK,22,7.077,,,22528,"cum ack, base->22"
0.513971,ACK,23,7.218,,,23552,"cum ack, base->23"
0.514025,ACK,24,7.357,,,24576,"cum ack, base->24"
0.514080,ACK,25,7.493,,,25600,"cum ack, base->25"
0.516208,SEND,25,7.493,,200.000,25600,
0.516480,SEND,26,7.493,,200.000,25600,
0.516772,SEND,27,7.493,,200.000,25600,
0.517038,SEND,28,7.493,,200.000,25600,
0.517297,SEND,29,7.493,,200.000,25600,
0.517556,SEND,30,7.493,,200.000,25600,
0.517818,SEND,31,7.493,,200.000,25600,
0.576029,ACK,26,7.626,,,26624,"cum ack, base->26"
0.576362,ACK,27,7.757,,,27648,"cum ack, base->27"
0.576699,ACK,28,7.886,,,28672,"cum ack, base->28"
0.576796,ACK,29,8.013,,,29696,"cum ack, base->29"
0.576869,ACK,30,8.138,,,30720,"cum ack, base->30"
0.576942,ACK,32,8.382,,,32768,"cum ack, base->32"
0.578673,SEND,32,8.382,,200.000,32768,
0.579054,SEND,33,8.382,,200.000,32768,
0.579413,SEND,34,8.382,,200.000,32768,
0.579768,SEND,35,8.382,,200.000,32768,
0.580113,SEND,36,8.382,,200.000,32768,
0.580473,SEND,37,8.382,,200.000,32768,
0.580842,SEND,38,8.382,,200.000,32768,
0.581231,SEND,39,8.382,,200.000,32768,
0.606539,STATS,-1,8.382,,200.000,32768,base=32 next=40
0.622209,ACK,33,8.501,,,33792,"cum ack, base->33"
0.624499,SEND,40,8.501,,200.000,33792,
0.631087,ACK,34,8.619,,,34816,"cum ack, base->34"
0.631169,ACK,35,8.735,,,35840,"cum ack, base->35"
0.631221,ACK,36,8.849,,,36864,"cum ack, base->36"
0.631267,NAK,36,8.849,,,36864,
0.631299,FASTRETX,36,7.866,,200.000,36864,nak
0.631343,DUPACK,36,7.866,,,36864,
0.632375,RETX,36,7.866,,200.000,36864,
0.632647,RETX,37,7.866,,200.000,36864,
0.632911,RETX,38,7.866,,200.000,36864,
0.633170,RETX,39,7.866,,200.000,36864,
0.633489,RETX,40,7.866,,200.000,36864,
0.633723,SEND,41,7.866,,200.000,36864,
0.633927,SEND,42,7.866,,200.000,36864,
0.634356,NAK,36,7.866,,,36864,
0.634409,DUPACK,36,7.866,,,36864,
0.634443,NAK,36,7.866,,,36864,
0.672778,NAK,36,7.866,,,36864,
0.672860,DUPACK,36,7.866,,,36864,
0.672928,ACK,37,7.993,,,37888,"cum ack, base->37"
0.674031,SEND,43,7.993,,200.000,37888,
0.682100,ACK,38,8.118,,,38912,"cum ack, base->38"
0.682193,ACK,39,8.241,,,39936,"cum ack, base->39"
0.682260,ACK,40,8.363,,,40960,"cum ack, base->40"
0.684705,SEND,44,8.363,,200.000,40960,
0.685091,SEND,45,8.363,,200.000,40960,
0.685452,SEND,46,8.363,,200.000,40960,
0.685874,SEND,47,8.363,,200.000,40960,
0.687920,ACK,41,8.482,,,41984,"cum ack, base->41"
0.688009,ACK,42,8.600,,,43008,"cum ack, base->42"
0.688086,ACK,43,8.716,,,44032,"cum ack, base->43"
0.688797,SEND,48,8.716,,200.000,44032,
0.689168,SEND,49,8.716,,200.000,44032,
0.689551,SEND,50,8.716,,200.000,44032,
0.707090,STATS,-1,8.716,,200.000,44032,base=43 next=51
0.716319,ACK,44,8.831,,,45056,"cum ack, base->44"
0.717227,SEND,51,8.831,,200.000,45056,
0.726643,ACK,45,8.944,,,46080,"cum ack, base->45"
0.727688,SEND,52,8.944,,200.000,46080,
0.736588,ACK,46,9.056,,,47104,"cum ack, base->46"
0.736674,ACK,47,9.167,,,48128,"cum ack, base->47"
0.736725,ACK,48,9.276,,,49152,"cum ack, base->48"
0.736765,ACK,50,9.490,,,51200,"cum ack, base->50"
0.736829,ACK,51,9.596,,,52224,"cum ack, base->51"
0.737853,SEND,53,9.596,,200.000,52224,
0.738068,SEND,54,9.596,,200.000,52224,
0.738272,SEND,55,9.596,,200.000,52224,
0.738479,SEND,56,9.596,,200.000,52224,
0.738732,SEND,57,9.596,,200.000,52224,
0.738986,SEND,58,9.596,,200.000,52224,
0.739210,SEND,59,9.596,,200.000,52224,
0.789669,NAK,52,9.596,,,52224,
0.789725,FASTRETX,51,8.529,,200.000,52224,nak
0.789861,ACK,52,8.647,,,53248,"cum ack, base->52"
0.789921,NAK,52,8.647,,,53248,
0.789941,FASTRETX,52,8.647,,200.000,53248,nak
0.789997,DUPACK,52,8.647,,,53248,
0.791659,RETX,52,8.647,,200.000,53248,
0.792035,RETX,53,8.647,,200.000,53248,
0.792391,RETX,54,8.647,,200.000,53248,
0.792798,RETX,55,8.647,,200.000,53248,
0.793332,RETX,56,8.647,,200.000,53248,
0.793610,RETX,57,8.647,,200.000,53248,
0.793868,RETX,58,8.647,,200.000,53248,
0.794131,RETX,59,8.647,,200.000,53248,
0.794247,NAK,52,8.647,,,53248,
0.794315,NAK,52,8.647,,,53248,
0.794355,NAK,52,8.647,,,53248,
0.794396,DUPACK,52,8.647,,,53248,
0.794435,NAK,52,8.647,,,53248,
0.794477,DUPACK,52,8.647,,,53248,
0.794514,NAK,52,8.647,,,53248,
0.794554,DUPACK,52,8.647,,,53248,
0.809201,STATS,-1,8.647,,200.000,53248,base=52 next=60
0.848681,ACK,53,8.762,,,54272,"cum ack, base->53"
0.848790,ACK,54,8.876,,,55296,"cum ack, base->54"
0.848896,ACK,55,8.989,,,56320,"cum ack, base->55"
0.849000,ACK,56,9.100,,,57344,"cum ack, base->56"
0.849116,ACK,57,9.210,,,58368,"cum ack, base->57"
0.849195,ACK,58,9.319,,,59392,"cum ack, base->58"
0.849263,ACK,59,9.426,,,60416,"cum ack, base->59"
0.850241,SEND,60,9.426,,200.000,60416,
0.850620,SEND,61,9.426,,200.000,60416,
0.850979,SEND,62,9.426,,200.000,60416,
0.851357,SEND,63,9.426,,200.000,60416,
0.851661,SEND,64,9.426,,200.000,60416,
0.851924,SEND,65,9.426,,200.000,60416,
0.852185,SEND,66,9.426,,200.000,60416,
0.852462,SEND,67,9.426,,200.000,60416,
0.852556,ACK,60,9.532,,,61440,"cum ack, base->60"
0.855304,SEND,68,9.532,,200.000,61440,
0.893649,ACK,61,9.637,,,62464,"cum ack, base->61"
0.893752,ACK,62,9.741,,,63488,"cum ack, base->62"
0.893821,ACK,63,9.843,,,64512,"cum ack, base->63"
0.893890,ACK,64,9.945,,,65536,"cum ack, base->64"
0.896351,SEND,69,9.945,,200.000,65536,
0.896728,SEND,70,9.945,,200.000,65536,
0.897084,SEND,71,9.945,,200.000,65536,
0.897440,SEND,72,9.945,,200.000,65536,
0.899125,ACK,65,10.046,,,66560,"cum ack, base->65"
0.899191,ACK,66,10.145,,,67584,"cum ack, base->66"
0.899254,ACK,67,10.244,,,68608,"cum ack, base->67"
0.899309,NAK,67,10.244,,,68608,
0.899333,FASTRETX,67,9.106,,200.000,68608,nak
0.900367,RETX,67,9.106,,200.000,68608,
0.900836,RETX,68,9.106,,200.000,68608,
0.901197,RETX,69,9.106,,200.000,68608,
0.901611,RETX,70,9.106,,200.000,68608,
0.901887,RETX,71,9.106,,200.000,68608,
0.902145,RETX,72,9.106,,200.000,68608,
0.902412,SEND,73,9.106,,200.000,68608,
0.902673,SEND,74,9.106,,200.000,68608,
0.902936,SEND,75,9.106,,200.000,68608,
0.903038,DUPACK,67,9.106,,,68608,
0.910528,STATS,-1,9.106,,200.000,68608,base=67 next=76
0.941533,NAK,67,9.106,,,68608,
0.948427,DUPACK,67,9.106,,,68608,
0.948562,NAK,67,9.106,,,68608,
0.948618,DUPACK,67,9.106,,,68608,
0.948660,NAK,67,9.106,,,68608,
0.948700,DUPACK,67,9.106,,,68608,
0.948739,NAK,67,9.106,,,68608,
0.948780,DUPACK,67,9.106,,,68608,
0.952694,ACK,68,9.215,,,69632,"cum ack, base->68"
0.952784,ACK,69,9.324,,,70656,"cum ack, base->69"
0.952849,ACK,70,9.431,,,71680,"cum ack, base->70"
0.952919,ACK,71,9.537,,,72704,"cum ack, base->71"
0.952980,ACK,72,9.642,,,73728,"cum ack, base->72"
0.953053,ACK,74,9.848,,,75776,"cum ack, base->74"
0.953120,ACK,75,9.950,,,76800,"cum ack, base->75"
0.953589,SEND,76,9.950,,200.000,76800,
0.953966,SEND,77,9.950,,200.000,76800,
0.954334,SEND,78,9.950,,200.000,76800,
0.954705,SEND,79,9.950,,200.000,76800,
0.955041,SEND,80,9.950,,200.000,76800,
0.955239,SEND,81,9.950,,200.000,76800,
0.955472,SEND,82,9.950,,200.000,76800,
0.955673,SEND,83,9.950,,200.000,76800,
0.955722,ACK,76,10.050,,,77824,"cum ack, base->76"
0.958416,SEND,84,10.050,,200.000,77824,
0.958629,SEND,85,10.050,,200.000,77824,
1.002952,ACK,77,10.150,,,78848,"cum ack, base->77"
1.003036,ACK,78,10.248,,,79872,"cum ack, base->78"
1.003797,SEND,86,10.248,,200.000,79872,
