t,event,seq,cwnd,srtt_ms,rto_ms,bytes_acked,info
0.000299,SEND,0,4.000,,1000.000,0,
0.000386,SEND,1,4.000,,1000.000,0,
0.000463,SEND,2,4.000,,1000.000,0,
0.000536,SEND,3,4.000,,1000.000,0,
0.000543,STATS,-1,4.000,,1000.000,0,base=0 next=4 inflight=4
0.051369,ACK,0,4.250,51.061,153.182,1024,base=1
0.051405,ACK,1,4.485,51.054,127.696,2048,base=2
0.051434,ACK,2,4.708,51.043,108.613,3072,base=3
0.051454,ACK,3,4.921,51.027,94.333,4096,base=4
0.051767,SEND,4,4.921,51.027,94.333,4096,
0.051890,SEND,5,4.921,51.027,94.333,4096,
0.052001,SEND,6,4.921,51.027,94.333,4096,
0.052100,SEND,7,4.921,51.027,94.333,4096,
0.102941,ACK,4,5.124,51.045,83.664,5120,base=5
0.102970,ACK,6,5.319,51.035,75.577,6144,base=5
0.102990,NAK,5,5.319,,,6144,
0.103140,RETX,5,4.728,51.035,75.577,6144,retx#1
0.103188,ACK,7,4.940,51.040,69.492,7168,base=5
0.103532,SEND,8,4.940,51.040,69.492,7168,
0.103660,SEND,9,4.940,51.040,69.492,7168,
0.103793,SEND,10,4.940,51.040,69.492,7168,
0.103803,STATS,-1,4.940,51.040,69.492,7168,base=5 next=11 inflight=4
0.143204,ACK,8,5.142,49.619,74.829,8192,base=5
0.143402,RETX,5,5.142,49.619,74.829,8192,retx#2
0.146230,SEND,11,5.142,49.619,74.829,8192,
0.146413,SEND,12,5.142,49.619,74.829,8192,
0.153648,ACK,9,5.336,49.664,68.935,9216,base=5
0.153686,ACK,10,5.524,49.693,64.378,10240,base=5
0.155656,SEND,13,5.524,49.693,64.378,10240,
0.155836,SEND,14,5.524,49.693,64.378,10240,
0.197596,ACK,5,5.705,49.693,64.378,11264,base=11
0.197722,ACK,11,5.880,49.917,62.715,12288,base=12
0.197772,ACK,12,6.050,50.096,61.130,13312,base=13
0.197816,ACK,13,6.216,49.103,65.320,14336,base=14
0.200476,SEND,15,6.216,49.103,65.320,14336,
0.200722,SEND,16,6.216,49.103,65.320,14336,
0.200949,SEND,17,6.216,49.103,65.320,14336,
0.201184,SEND,18,6.216,49.103,65.320,14336,
0.201395,SEND,19,6.216,49.103,65.320,14336,
0.204473,STATS,-1,6.216,49.103,65.320,14336,base=14 next=20 inflight=6
0.222727,TIMEOUT,14,5.525,49.103,130.640,14336,
0.223171,RETX,14,5.525,49.103,130.640,14336,retx#1
0.243344,ACK,15,5.706,48.321,66.743,15360,base=14
0.253144,ACK,16,5.881,48.830,66.719,16384,base=14
0.253215,ACK,17,6.051,49.258,66.104,17408,base=14
0.253540,RETX,14,6.051,49.258,66.104,17408,retx#2
0.253629,ACK,18,6.216,49.655,65.464,18432,base=14
0.253698,ACK,19,6.377,49.985,64.482,19456,base=14
0.255490,SEND,20,6.377,49.985,64.482,19456,
0.255785,SEND,21,6.377,49.985,64.482,19456,
0.256076,SEND,22,6.377,49.985,64.482,19456,
0.256415,SEND,23,6.377,49.985,64.482,19456,
0.256759,SEND,24,6.377,49.985,64.482,19456,
0.284570,ACK,14,6.534,49.985,64.482,20480,base=20
0.287389,SEND,25,6.534,49.985,64.482,20480,
0.305607,STATS,-1,6.534,49.985,64.482,20480,base=20 next=26 inflight=6
0.309011,DUPACK,14,6.534,,,20480,
0.309114,ACK,20,6.687,50.438,64.929,21504,base=21
0.309187,ACK,21,6.837,50.807,64.631,22528,base=22
0.309254,ACK,22,6.983,51.104,63.844,23552,base=23
0.309325,ACK,23,7.126,51.328,62.680,24576,base=24
0.309394,ACK,24,7.267,51.490,61.490,25600,base=25
0.312103,SEND,26,7.267,51.490,61.490,25600,
0.312483,SEND,27,7.267,51.490,61.490,25600,
0.312858,SEND,28,7.267,51.490,61.490,25600,
0.313230,SEND,29,7.267,51.490,61.490,25600,
0.313599,SEND,30,7.267,51.490,61.490,25600,
0.313971,SEND,31,7.267,51.490,61.490,25600,
0.342070,ACK,25,7.404,51.886,62.409,26624,base=26
0.344484,SEND,32,7.404,51.886,62.409,26624,
0.359763,ACK,26,7.539,51.356,63.491,27648,base=27
0.362866,SEND,33,7.539,51.356,63.491,27648,
0.364096,ACK,27,7.672,51.386,61.386,28672,base=28
0.364171,ACK,28,7.802,51.376,61.376,29696,base=29
0.366309,SEND,34,7.802,51.376,61.376,29696,
0.366686,SEND,35,7.802,51.376,61.376,29696,
0.367534,ACK,29,7.930,51.740,61.740,30720,base=30
0.367846,ACK,30,8.056,52.051,62.051,31744,base=31
0.367929,ACK,31,8.181,52.287,62.287,32768,base=32
0.369186,SEND,36,8.181,52.287,62.287,32768,
0.369569,SEND,37,8.181,52.287,62.287,32768,
0.369992,SEND,38,8.181,52.287,62.287,32768,
0.370371,SEND,39,8.181,52.287,62.287,32768,
0.383248,ACK,32,8.303,50.595,70.423,33792,base=33
0.385579,SEND,40,8.303,50.595,70.423,33792,
0.404919,ACK,33,8.423,49.524,72.962,34816,base=34
0.405191,ACK,34,8.542,48.192,76.426,35840,base=35
0.407258,SEND,41,8.542,48.192,76.426,35840,
0.407657,SEND,42,8.542,48.192,76.426,35840,
0.407688,STATS,-1,8.542,48.192,76.426,35840,base=35 next=43 inflight=8
0.410726,ACK,35,8.659,47.671,73.016,36864,base=36
0.410815,ACK,36,8.775,46.914,71.977,37888,base=37
0.410893,ACK,37,8.888,46.216,70.603,38912,base=38
0.413955,SEND,43,8.888,46.216,70.603,38912,
0.414336,SEND,44,8.888,46.216,70.603,38912,
0.414712,SEND,45,8.888,46.216,70.603,38912,
0.417858,ACK,39,9.001,46.373,65.919,39936,base=38
0.417934,NAK,38,9.001,,,39936,
0.418325,RETX,38,8.001,46.373,65.919,39936,retx#1
0.421180,SEND,46,8.001,46.373,65.919,39936,
0.428727,ACK,40,8.126,45.968,63.868,40960,base=38
0.430428,SEND,47,8.126,45.968,63.868,40960,
0.448876,ACK,41,8.249,45.422,63.214,41984,base=38
0.449282,RETX,38,8.249,45.422,63.214,41984,retx#2
0.451416,SEND,48,8.249,45.422,63.214,41984,
0.457031,ACK,44,8.370,45.079,61.166,43008,base=38
0.459136,ACK,45,8.490,44.995,57.728,44032,base=38
0.460292,SEND,49,8.490,44.995,57.728,44032,
0.460692,SEND,50,8.490,44.995,57.728,44032,
0.462867,ACK,38,8.607,44.995,57.728,45056,base=42
0.463926,SEND,51,8.607,44.995,57.728,45056,
0.466720,TIMEOUT,42,8.607,44.995,115.456,45056,
0.466988,RETX,42,8.607,44.995,115.456,45056,retx#1
0.467322,ACK,46,8.724,45.137,55.822,46080,base=42
0.467957,ACK,47,8.838,44.185,59.820,47104,base=42
0.470305,SEND,52,8.838,44.185,59.820,47104,
