t,event,seq,cwnd,srtt_ms,rto_ms,bytes_acked,info
0.652713,DELIVER,0,,,,1024,
0.652890,DELIVER,1,,,,2048,
0.653027,DELIVER,2,,,,3072,
0.653131,DELIVER,3,,,,4096,
0.711185,DELIVER,4,,,,5120,
0.711326,DELIVER,5,,,,6144,
0.711450,DELIVER,6,,,,7168,
0.711572,DELIVER,7,,,,8192,
0.756180,DELIVER,8,,,,9216,
0.756363,DELIVER,9,,,,10240,
0.756577,DELIVER,10,,,,11264,
0.756742,DELIVER,11,,,,12288,
0.756956,DELIVER,12,,,,13312,
0.806148,DELIVER,13,,,,14336,
0.806761,DELIVER,14,,,,15360,
0.807033,DELIVER,15,,,,16384,
0.807302,DELIVER,16,,,,17408,
0.807554,DELIVER,17,,,,18432,
0.807816,DELIVER,18,,,,19456,
0.855387,DELIVER,19,,,,20480,
0.855982,DELIVER,20,,,,21504,
0.856451,DELIVER,21,,,,22528,
0.856900,DELIVER,22,,,,23552,
0.857276,GAP,24,,,,23552,expected 23
0.857575,GAP,25,,,,23552,expected 23
0.903019,DELIVER,23,,,,24576,
0.903606,GAP,25,,,,24576,expected 24
0.907130,GAP,26,,,,24576,expected 24
0.907677,GAP,27,,,,24576,expected 24
0.908182,GAP,28,,,,24576,expected 24
0.908662,GAP,29,,,,24576,expected 24
0.954358,DELIVER,24,,,,25600,
0.954938,DELIVER,25,,,,26624,
0.955425,DELIVER,26,,,,27648,
0.955855,DELIVER,27,,,,28672,
0.956176,DELIVER,28,,,,29696,
0.956503,DELIVER,29,,,,30720,
0.956843,DELIVER,30,,,,31744,
1.010531,DELIVER,31,,,,32768,
1.011178,DELIVER,32,,,,33792,
1.011693,DELIVER,33,,,,34816,
1.012172,DELIVER,34,,,,35840,
1.012637,DELIVER,35,,,,36864,
1.013084,GAP,37,,,,36864,expected 36
1.013547,GAP,38,,,,36864,expected 36
1.058394,DELIVER,36,,,,37888,
1.058777,DELIVER,37,,,,38912,
1.066809,DELIVER,38,,,,39936,
1.067064,DELIVER,39,,,,40960,
1.067274,DELIVER,40,,,,41984,
1.067477,DELIVER,41,,,,43008,
1.067677,DELIVER,42,,,,44032,
1.093670,DELIVER,43,,,,45056,
1.103082,DELIVER,44,,,,46080,
1.111295,DELIVER,45,,,,47104,
1.111557,DELIVER,46,,,,48128,
1.111806,DELIVER,47,,,,49152,
1.116675,DELIVER,48,,,,50176,
1.116943,DELIVER,49,,,,51200,
1.117196,DELIVER,50,,,,52224,
1.143077,DELIVER,51,,,,53248,
1.149001,DELIVER,52,,,,54272,
1.161570,GAP,54,,,,54272,expected 53
1.168193,GAP,56,,,,54272,expected 53
1.168525,GAP,58,,,,54272,expected 53
1.168803,GAP,59,,,,54272,expected 53
1.193567,GAP,60,,,,54272,expected 53
1.206302,DELIVER,53,,,,55296,
1.208912,DELIVER,54,,,,56320,
1.213619,DELIVER,55,,,,57344,
1.213941,DELIVER,56,,,,58368,
1.214213,DELIVER,57,,,,59392,
1.214459,DELIVER,58,,,,60416,
1.215585,DELIVER,59,,,,61440,
1.215848,DELIVER,60,,,,62464,
1.248095,DELIVER,61,,,,63488,
1.249445,DELIVER,62,,,,64512,
1.252317,DELIVER,63,,,,65536,
1.259188,DELIVER,64,,,,66560,
1.259574,DELIVER,65,,,,67584,
1.259922,DELIVER,66,,,,68608,
1.267189,DELIVER,67,,,,69632,
1.267672,DELIVER,68,,,,70656,
1.268122,DELIVER,69,,,,71680,
1.284053,GAP,71,,,,71680,expected 70
1.285507,GAP,72,,,,71680,expected 70
1.302503,GAP,73,,,,71680,expected 70
1.303005,GAP,74,,,,71680,expected 70
1.303415,GAP,75,,,,71680,expected 70
1.314620,GAP,77,,,,71680,expected 70
1.314867,GAP,78,,,,71680,expected 70
1.332077,DUP,69,,,,71680,
1.332335,DELIVER,70,,,,72704,
1.332519,DELIVER,71,,,,73728,
1.333624,DELIVER,72,,,,74752,
1.333966,DELIVER,73,,,,75776,
1.334135,DELIVER,74,,,,76800,
1.334297,DELIVER,75,,,,77824,
1.334457,DELIVER,76,,,,78848,
1.334617,DELIVER,77,,,,79872,
1.334779,DUP,70,,,,79872,
1.334939,DUP,71,,,,79872,
1.335097,DUP,72,,,,79872,
1.337786,DUP,73,,,,79872,
1.337957,DUP,74,,,,79872,
1.338132,DUP,75,,,,79872,
1.338297,DUP,76,,,,79872,
1.338460,DUP,77,,,,79872,
1.338626,DELIVER,78,,,,80896,
1.382310,GAP,80,,,,80896,expected 79
1.382529,GAP,81,,,,80896,expected 79
1.384935,GAP,82,,,,80896,expected 79
1.385120,GAP,83,,,,80896,expected 79
1.386803,GAP,84,,,,80896,expected 79
1.387007,GAP,85,,,,80896,expected 79
1.387230,GAP,86,,,,80896,expected 79
1.387416,GAP,87,,,,80896,expected 79
1.423779,DELIVER,79,,,,81920,
1.429955,DELIVER,80,,,,82944,
1.430300,GAP,82,,,,82944,expected 81
