t,event,seq,cwnd,srtt_ms,rto_ms,bytes_acked,info
0.641837,BUFFER,0,,,,0,held=1
0.641848,DELIVER,0,,,,1024,
0.641987,BUFFER,1,,,,1024,held=1
0.641994,DELIVER,1,,,,2048,
0.646776,BUFFER,2,,,,2048,held=1
0.646781,DELIVER,2,,,,3072,
0.646904,BUFFER,3,,,,3072,held=1
0.646908,DELIVER,3,,,,4096,
0.689228,BUFFER,4,,,,4096,held=1
0.689245,DELIVER,4,,,,5120,
0.694202,BUFFER,5,,,,5120,held=1
0.694207,DELIVER,5,,,,6144,
0.694362,BUFFER,6,,,,6144,held=1
0.694369,DELIVER,6,,,,7168,
0.694509,BUFFER,7,,,,7168,held=1
0.694513,DELIVER,7,,,,8192,
0.738177,BUFFER,8,,,,8192,held=1
0.738184,DELIVER,8,,,,9216,
0.743269,BUFFER,9,,,,9216,held=1
0.743275,DELIVER,9,,,,10240,
0.743448,BUFFER,10,,,,10240,held=1
0.743453,DELIVER,10,,,,11264,
0.745271,BUFFER,11,,,,11264,held=1
0.745277,DELIVER,11,,,,12288,
0.745459,BUFFER,12,,,,12288,held=1
0.745464,DELIVER,12,,,,13312,
0.790922,BUFFER,13,,,,13312,held=1
0.790937,DELIVER,13,,,,14336,
0.791192,BUFFER,14,,,,14336,held=1
0.791200,DELIVER,14,,,,15360,
0.796839,BUFFER,15,,,,15360,held=1
0.796853,DELIVER,15,,,,16384,
0.797115,BUFFER,16,,,,16384,held=1
0.797131,DELIVER,16,,,,17408,
0.797387,BUFFER,17,,,,17408,held=1
0.797394,DELIVER,17,,,,18432,
0.797644,BUFFER,18,,,,18432,held=1
0.797651,DELIVER,18,,,,19456,
0.840036,BUFFER,19,,,,19456,held=1
0.840082,DELIVER,19,,,,20480,
0.840592,BUFFER,20,,,,20480,held=1
0.840614,DELIVER,20,,,,21504,
0.841085,BUFFER,21,,,,21504,held=1
0.841103,DELIVER,21,,,,22528,
0.842404,BUFFER,22,,,,22528,held=1
0.842416,DELIVER,22,,,,23552,
0.842748,BUFFER,23,,,,23552,held=1
0.842760,DELIVER,23,,,,24576,
0.843088,BUFFER,24,,,,24576,held=1
0.843100,DELIVER,24,,,,25600,
0.848971,BUFFER,25,,,,25600,held=1
0.849006,DELIVER,25,,,,26624,
0.892376,BUFFER,26,,,,26624,held=1
0.892423,DELIVER,26,,,,27648,
0.892950,BUFFER,27,,,,27648,held=1
0.892971,DELIVER,27,,,,28672,
0.893440,BUFFER,28,,,,28672,held=1
0.893457,DELIVER,28,,,,29696,
0.893904,BUFFER,29,,,,29696,held=1
0.893921,DELIVER,29,,,,30720,
0.894430,BUFFER,30,,,,30720,held=1
0.894452,DELIVER,30,,,,31744,
