t,event,seq,cwnd,srtt_ms,rto_ms,bytes_acked,info
0.643139,DELIVER,0,,,,1024,
0.647283,DELIVER,1,,,,2048,
0.647401,DELIVER,2,,,,3072,
0.647504,DELIVER,3,,,,4096,
0.697620,DELIVER,4,,,,5120,
0.697750,DELIVER,5,,,,6144,
0.697872,DELIVER,6,,,,7168,
0.697992,DELIVER,7,,,,8192,
0.740540,DELIVER,8,,,,9216,
0.747701,DELIVER,9,,,,10240,
0.747868,DELIVER,10,,,,11264,
0.748030,DELIVER,11,,,,12288,
0.749941,DELIVER,12,,,,13312,
0.791995,DELIVER,13,,,,14336,
0.797883,DELIVER,14,,,,15360,
0.798459,DELIVER,15,,,,16384,
0.798769,DELIVER,16,,,,17408,
0.802141,DELIVER,17,,,,18432,
0.802458,DELIVER,18,,,,19456,
0.840458,DELIVER,19,,,,20480,
0.844776,DELIVER,20,,,,21504,
0.847777,DELIVER,21,,,,22528,
0.848776,DELIVER,22,,,,23552,
0.849084,DELIVER,23,,,,24576,
0.849362,DELIVER,24,,,,25600,
0.856413,DELIVER,25,,,,26624,
0.883266,DELIVER,26,,,,27648,
0.904329,DELIVER,27,,,,28672,
0.904880,DELIVER,28,,,,29696,
0.905342,DELIVER,29,,,,30720,
0.905790,DELIVER,30,,,,31744,
0.906141,DELIVER,31,,,,32768,
0.906499,DELIVER,32,,,,33792,
0.906837,DELIVER,33,,,,34816,
0.931863,DELIVER,34,,,,35840,
0.958037,DELIVER,35,,,,36864,
0.959494,DELIVER,36,,,,37888,
0.959979,DELIVER,37,,,,38912,
0.960484,DELIVER,38,,,,39936,
0.960942,DELIVER,39,,,,40960,
0.961314,DELIVER,40,,,,41984,
0.961667,DELIVER,41,,,,43008,
0.962001,DELIVER,42,,,,44032,
0.983530,DELIVER,43,,,,45056,
1.006443,DELIVER,44,,,,46080,
1.009581,DELIVER,45,,,,47104,
1.009874,DELIVER,46,,,,48128,
1.010171,DELIVER,47,,,,49152,
1.010402,DELIVER,48,,,,50176,
1.015281,DELIVER,49,,,,51200,
1.015621,DELIVER,50,,,,52224,
1.015979,DELIVER,51,,,,53248,
1.016261,DELIVER,52,,,,54272,
1.030179,DELIVER,53,,,,55296,
1.050609,DELIVER,54,,,,56320,
1.059973,DELIVER,55,,,,57344,
1.060304,DELIVER,56,,,,58368,
1.061582,DELIVER,57,,,,59392,
1.061853,DELIVER,58,,,,60416,
1.062114,DELIVER,59,,,,61440,
1.066344,DELIVER,60,,,,62464,
1.066699,DELIVER,61,,,,63488,
1.067015,DELIVER,62,,,,64512,
1.069996,DELIVER,63,,,,65536,
1.078632,DELIVER,64,,,,66560,
1.095170,DELIVER,65,,,,67584,
1.102177,DELIVER,66,,,,68608,
1.109597,DELIVER,67,,,,69632,
1.110150,DELIVER,68,,,,70656,
1.110647,DELIVER,69,,,,71680,
1.111106,DELIVER,70,,,,72704,
1.113847,DELIVER,71,,,,73728,
1.117071,DELIVER,72,,,,74752,
1.117454,DELIVER,73,,,,75776,
1.117975,DELIVER,74,,,,76800,
1.118360,DELIVER,75,,,,77824,
1.119755,DELIVER,76,,,,78848,
1.141177,DELIVER,77,,,,79872,
1.141693,DELIVER,78,,,,80896,
1.150073,DELIVER,79,,,,81920,
1.159459,DELIVER,80,,,,82944,
1.160003,DELIVER,81,,,,83968,
1.160451,DELIVER,82,,,,84992,
1.160925,DELIVER,83,,,,86016,
1.161329,DELIVER,84,,,,87040,
1.161679,DELIVER,85,,,,88064,
