t,event,seq,cwnd,srtt_ms,rto_ms,bytes_acked,info
0.640267,BUFFER,0,,,,0,held=1
0.640283,DELIVER,0,,,,1024,
0.643088,BUFFER,1,,,,1024,held=1
0.643094,DELIVER,1,,,,2048,
0.643191,BUFFER,2,,,,2048,held=1
0.643194,DELIVER,2,,,,3072,
0.644579,BUFFER,3,,,,3072,held=1
0.644583,DELIVER,3,,,,4096,
0.696882,BUFFER,4,,,,4096,held=1
0.696889,DELIVER,4,,,,5120,
0.697072,BUFFER,5,,,,5120,held=1
0.697082,DELIVER,5,,,,6144,
0.697214,BUFFER,6,,,,6144,held=1
0.697219,DELIVER,6,,,,7168,
0.697347,BUFFER,7,,,,7168,held=1
0.697351,DELIVER,7,,,,8192,
0.751900,BUFFER,8,,,,8192,held=1
0.751908,DELIVER,8,,,,9216,
0.752093,BUFFER,9,,,,9216,held=1
0.752099,DELIVER,9,,,,10240,
0.752301,BUFFER,10,,,,10240,held=1
0.752307,DELIVER,10,,,,11264,
0.752491,BUFFER,11,,,,11264,held=1
0.752496,DELIVER,11,,,,12288,
0.754929,BUFFER,12,,,,12288,held=1
0.754934,DELIVER,12,,,,13312,
0.807524,BUFFER,13,,,,13312,held=1
0.807547,DELIVER,13,,,,14336,
0.807830,BUFFER,14,,,,14336,held=1
0.807843,DELIVER,14,,,,15360,
0.808105,BUFFER,15,,,,15360,held=1
0.808116,DELIVER,15,,,,16384,
0.808394,BUFFER,16,,,,16384,held=1
0.808430,DELIVER,16,,,,17408,
0.808695,BUFFER,17,,,,17408,held=1
0.808704,DELIVER,17,,,,18432,
0.808969,BUFFER,18,,,,18432,held=1
0.808979,DELIVER,18,,,,19456,
0.860229,BUFFER,19,,,,19456,held=1
0.860268,DELIVER,19,,,,20480,
0.860811,BUFFER,20,,,,20480,held=1
0.860833,DELIVER,20,,,,21504,
0.861388,BUFFER,21,,,,21504,held=1
0.861405,DELIVER,21,,,,22528,
0.861864,BUFFER,22,,,,22528,held=1
0.861878,DELIVER,22,,,,23552,
0.862360,BUFFER,23,,,,23552,held=1
0.862377,DELIVER,23,,,,24576,
0.862733,BUFFER,24,,,,24576,held=1
0.862745,DELIVER,24,,,,25600,
0.863075,BUFFER,25,,,,25600,held=1
0.863085,DELIVER,25,,,,26624,
0.909825,BUFFER,26,,,,26624,held=1
0.909861,DELIVER,26,,,,27648,
0.912140,BUFFER,27,,,,27648,held=1
0.912165,DELIVER,27,,,,28672,
0.912654,BUFFER,28,,,,28672,held=1
0.912675,DELIVER,28,,,,29696,
0.913158,BUFFER,29,,,,29696,held=1
0.913176,DELIVER,29,,,,30720,
0.913648,BUFFER,30,,,,30720,held=1
0.913659,DELIVER,30,,,,31744,
0.913999,BUFFER,31,,,,31744,held=1
0.914009,DELIVER,31,,,,32768,
0.914323,BUFFER,32,,,,32768,held=1
0.914367,DELIVER,32,,,,33792,
0.914898,BUFFER,33,,,,33792,held=1
0.914914,DELIVER,33,,,,34816,
0.955990,BUFFER,34,,,,34816,held=1
0.956017,DELIVER,34,,,,35840,
0.959474,BUFFER,35,,,,35840,held=1
0.959491,DELIVER,35,,,,36864,
0.966582,BUFFER,36,,,,36864,held=1
0.966610,DELIVER,36,,,,37888,
0.967129,BUFFER,37,,,,37888,held=1
0.967151,DELIVER,37,,,,38912,
0.967675,BUFFER,38,,,,38912,held=1
0.967693,DELIVER,38,,,,39936,
0.968488,BUFFER,39,,,,39936,held=1
0.968510,DELIVER,39,,,,40960,
0.968916,BUFFER,40,,,,40960,held=1
0.968931,DELIVER,40,,,,41984,
0.969326,BUFFER,41,,,,41984,held=1
0.969339,DELIVER,41,,,,43008,
0.969720,BUFFER,42,,,,43008,held=1
0.969732,DELIVER,42,,,,44032,
0.998453,BUFFER,43,,,,44032,held=1
0.998479,DELIVER,43,,,,45056,
1.009032,BUFFER,44,,,,45056,held=1
1.009058,DELIVER,44,,,,46080,
1.009399,BUFFER,45,,,,46080,held=1
1.009416,DELIVER,45,,,,47104,
1.011117,BUFFER,46,,,,47104,held=1
1.011131,DELIVER,46,,,,48128,
1.017558,BUFFER,47,,,,48128,held=1
1.017578,DELIVER,47,,,,49152,
1.019654,BUFFER,48,,,,49152,held=1
1.019689,DELIVER,48,,,,50176,
1.021567,BUFFER,49,,,,50176,held=1
1.021587,DELIVER,49,,,,51200,
1.021913,BUFFER,50,,,,51200,held=1
1.021925,DELIVER,50,,,,52224,
1.022193,BUFFER,51,,,,52224,held=1
1.022201,DELIVER,51,,,,53248,
1.022457,BUFFER,52,,,,53248,held=1
1.022463,DELIVER,52,,,,54272,
1.043287,BUFFER,53,,,,54272,held=1
1.043313,DELIVER,53,,,,55296,
1.050763,BUFFER,54,,,,55296,held=1
1.050777,DELIVER,54,,,,56320,
1.060815,BUFFER,55,,,,56320,held=1
1.060849,DELIVER,55,,,,57344,
1.061218,BUFFER,56,,,,57344,held=1
1.061230,DELIVER,56,,,,58368,
1.061587,BUFFER,57,,,,58368,held=1
1.061602,DELIVER,57,,,,59392,
1.061945,BUFFER,58,,,,59392,held=1
1.061957,DELIVER,58,,,,60416,
1.068606,BUFFER,59,,,,60416,held=1
1.068636,DELIVER,59,,,,61440,
1.073016,BUFFER,60,,,,61440,held=1
1.073049,DELIVER,60,,,,62464,
1.073407,BUFFER,61,,,,62464,held=1
1.073419,DELIVER,61,,,,63488,
1.073747,BUFFER,62,,,,63488,held=1
1.073757,DELIVER,62,,,,64512,
1.074096,BUFFER,63,,,,64512,held=1
1.074111,DELIVER,63,,,,65536,
1.088862,BUFFER,64,,,,65536,held=1
1.088915,DELIVER,64,,,,66560,
1.094575,BUFFER,65,,,,66560,held=1
1.094592,DELIVER,65,,,,67584,
1.102241,BUFFER,66,,,,67584,held=1
1.102270,DELIVER,66,,,,68608,
1.111494,BUFFER,67,,,,68608,held=1
1.111529,DELIVER,67,,,,69632,
1.112011,BUFFER,68,,,,69632,held=1
1.112029,DELIVER,68,,,,70656,
1.112489,BUFFER,69,,,,70656,held=1
1.112505,DELIVER,69,,,,71680,
1.112939,BUFFER,70,,,,71680,held=1
1.112954,DELIVER,70,,,,72704,
1.120411,BUFFER,71,,,,72704,held=1
1.120443,DELIVER,71,,,,73728,
1.122037,BUFFER,72,,,,73728,held=1
1.122052,DELIVER,72,,,,74752,
1.122398,BUFFER,73,,,,74752,held=1
1.122413,DELIVER,73,,,,75776,
1.122756,BUFFER,74,,,,75776,held=1
1.122768,DELIVER,74,,,,76800,
1.124072,BUFFER,75,,,,76800,held=1
1.124087,DELIVER,75,,,,77824,
1.130945,BUFFER,76,,,,77824,held=1
1.130964,DELIVER,76,,,,78848,
1.137160,BUFFER,77,,,,78848,held=1
1.137198,DELIVER,77,,,,79872,
1.141187,BUFFER,78,,,,79872,held=1
1.141211,DELIVER,78,,,,80896,
1.150825,BUFFER,79,,,,80896,held=1
1.150847,DELIVER,79,,,,81920,
1.161469,BUFFER,80,,,,81920,held=1
1.161532,DELIVER,80,,,,82944,
1.162010,BUFFER,81,,,,82944,held=1
1.162026,DELIVER,81,,,,83968,
1.162497,BUFFER,82,,,,83968,held=1
1.162517,DELIVER,82,,,,84992,
1.162914,BUFFER,83,,,,84992,held=1
1.162925,DELIVER,83,,,,86016,
1.163230,BUFFER,84,,,,86016,held=1
1.163241,DELIVER,84,,,,87040,
1.166508,BUFFER,85,,,,87040,held=1
1.166523,DELIVER,85,,,,88064,
1.170173,BUFFER,86,,,,88064,held=1
1.170200,DELIVER,86,,,,89088,
1.170592,BUFFER,87,,,,89088,held=1
1.170606,DELIVER,87,,,,90112,
1.172798,BUFFER,88,,,,90112,held=1
1.172818,DELIVER,88,,,,91136,
1.181637,BUFFER,89,,,,91136,held=1
1.181668,DELIVER,89,,,,92160,
1.182143,BUFFER,90,,,,92160,held=1
1.182160,DELIVER,90,,,,93184,
1.182655,BUFFER,91,,,,93184,held=1
1.182677,DELIVER,91,,,,94208,
1.190530,BUFFER,92,,,,94208,held=1
1.190553,DELIVER,92,,,,95232,
1.207017,BUFFER,93,,,,95232,held=1
1.207053,DELIVER,93,,,,96256,
1.207524,BUFFER,94,,,,96256,held=1
1.207539,DELIVER,94,,,,97280,
1.207952,BUFFER,95,,,,97280,held=1
1.207966,DELIVER,95,,,,98304,
1.210849,BUFFER,96,,,,98304,held=1
1.210900,DELIVER,96,,,,99328,
1.211414,BUFFER,97,,,,99328,held=1
1.211425,DELIVER,97,,,,100352,
1.211712,BUFFER,98,,,,100352,held=1
1.211724,DELIVER,98,,,,101376,
1.217410,BUFFER,99,,,,101376,held=1
1.217435,DELIVER,99,,,,102400,
1.218397,BUFFER,100,,,,102400,held=1
1.218414,DELIVER,100,,,,103424,
1.218687,BUFFER,101,,,,103424,held=1
1.218696,DELIVER,101,,,,104448,
1.227563,BUFFER,102,,,,104448,held=1
1.227589,DELIVER,102,,,,105472,
1.227873,BUFFER,103,,,,105472,held=1
1.227884,DELIVER,103,,,,106496,
1.233826,BUFFER,104,,,,106496,held=1
1.233839,DELIVER,104,,,,107520,
1.234113,BUFFER,105,,,,107520,held=1
1.234122,DELIVER,105,,,,108544,
1.237827,BUFFER,106,,,,108544,held=1
1.237847,DELIVER,106,,,,109568,
1.254216,BUFFER,107,,,,109568,held=1
1.254251,DELIVER,107,,,,110592,
1.255661,BUFFER,108,,,,110592,held=1
1.255684,DELIVER,108,,,,111616,
1.256118,BUFFER,109,,,,111616,held=1
1.256132,DELIVER,109,,,,112640,
1.256538,BUFFER,110,,,,112640,held=1
1.256552,DELIVER,110,,,,113664,
1.257000,BUFFER,111,,,,113664,held=1
1.257015,DELIVER,111,,,,114688,
1.257437,BUFFER,112,,,,114688,held=1
1.257482,DELIVER,112,,,,115712,
1.265914,BUFFER,113,,,,115712,held=1
1.265948,DELIVER,113,,,,116736,
1.266458,BUFFER,114,,,,116736,held=1
1.266480,DELIVER,114,,,,117760,
1.268443,BUFFER,115,,,,117760,held=1
1.268472,DELIVER,115,,,,118784,
1.276459,BUFFER,116,,,,118784,held=1
1.276494,DELIVER,116,,,,119808,
1.278942,BUFFER,117,,,,119808,held=1
1.278958,DELIVER,117,,,,120832,
1.279419,BUFFER,118,,,,120832,held=1
1.279440,DELIVER,118,,,,121856,
1.279911,BUFFER,119,,,,121856,held=1
1.279929,DELIVER,119,,,,122880,
1.282947,BUFFER,120,,,,122880,held=1
1.282967,DELIVER,120,,,,123904,
1.284000,BUFFER,121,,,,123904,held=1
1.284016,DELIVER,121,,,,124928,
1.300510,BUFFER,122,,,,124928,held=1
1.300552,DELIVER,122,,,,125952,
1.301024,BUFFER,123,,,,125952,held=1
1.301039,DELIVER,123,,,,126976,
1.303792,BUFFER,124,,,,126976,held=1
1.303828,DELIVER,124,,,,128000,
1.304311,BUFFER,125,,,,128000,held=1
1.304327,DELIVER,125,,,,129024,
1.304766,BUFFER,126,,,,129024,held=1
1.304780,DELIVER,126,,,,130048,
1.309065,BUFFER,127,,,,130048,held=1
1.309087,DELIVER,127,,,,131072,
1.309457,BUFFER,128,,,,131072,held=1
1.309719,DELIVER,128,,,,132096,
1.311860,BUFFER,129,,,,132096,held=1
1.311876,DELIVER,129,,,,133120,
1.318808,BUFFER,130,,,,133120,held=1
1.318839,DELIVER,130,,,,134144,
1.320716,BUFFER,131,,,,134144,held=1
1.320746,DELIVER,131,,,,135168,
1.325674,BUFFER,132,,,,135168,held=1
1.325715,DELIVER,132,,,,136192,
1.329985,BUFFER,133,,,,136192,held=1
1.329999,DELIVER,133,,,,137216,
1.330316,BUFFER,134,,,,137216,held=1
1.330326,DELIVER,134,,,,138240,
1.330637,BUFFER,135,,,,138240,held=1
1.330647,DELIVER,135,,,,139264,
1.331878,BUFFER,136,,,,139264,held=1
1.331887,DELIVER,136,,,,140288,
1.332153,BUFFER,137,,,,140288,held=1
1.332164,DELIVER,137,,,,141312,
1.344600,BUFFER,138,,,,141312,held=1
1.344623,DELIVER,138,,,,142336,
1.344898,BUFFER,139,,,,142336,held=1
1.344910,DELIVER,139,,,,143360,
1.345179,BUFFER,140,,,,143360,held=1
1.345188,DELIVER,140,,,,144384,
1.350082,BUFFER,141,,,,144384,held=1
1.350098,DELIVER,141,,,,145408,
1.350448,BUFFER,142,,,,145408,held=1
1.350462,DELIVER,142,,,,146432,
1.350798,BUFFER,143,,,,146432,held=1
1.350809,DELIVER,143,,,,147456,
1.357388,BUFFER,144,,,,147456,held=1
1.357415,DELIVER,144,,,,148480,
1.357761,BUFFER,145,,,,148480,held=1
1.357774,DELIVER,145,,,,149504,
1.370327,BUFFER,146,,,,149504,held=1
1.370357,DELIVER,146,,,,150528,
1.370814,BUFFER,147,,,,150528,held=1
1.370828,DELIVER,147,,,,151552,
1.371284,BUFFER,148,,,,151552,held=1
1.371298,DELIVER,148,,,,152576,
1.376355,BUFFER,149,,,,152576,held=1
1.376385,DELIVER,149,,,,153600,
1.379675,BUFFER,150,,,,153600,held=1
1.379698,DELIVER,150,,,,154624,
1.380219,BUFFER,151,,,,154624,held=1
1.380247,DELIVER,151,,,,155648,
1.380879,BUFFER,152,,,,155648,held=1
1.380903,DELIVER,152,,,,156672,
1.381390,BUFFER,153,,,,156672,held=1
1.381413,DELIVER,153,,,,157696,
1.381969,BUFFER,154,,,,157696,held=1
1.381986,DELIVER,154,,,,158720,
1.386844,BUFFER,155,,,,158720,held=1
1.386873,DELIVER,155,,,,159744,
1.390013,BUFFER,156,,,,159744,held=1
1.390033,DELIVER,156,,,,160768,
1.398791,BUFFER,157,,,,160768,held=1
1.398816,DELIVER,157,,,,161792,
1.399266,BUFFER,158,,,,161792,held=1
1.399281,DELIVER,158,,,,162816,
1.399749,BUFFER,159,,,,162816,held=1
1.399770,DELIVER,159,,,,163840,
1.402236,BUFFER,160,,,,163840,held=1
1.402365,DELIVER,160,,,,164864,
1.404234,BUFFER,161,,,,164864,held=1
1.404256,DELIVER,161,,,,165888,
1.404724,BUFFER,162,,,,165888,held=1
1.404741,DELIVER,162,,,,166912,
1.414613,BUFFER,163,,,,166912,held=1
1.414652,DELIVER,163,,,,167936,
1.415156,BUFFER,164,,,,167936,held=1
1.415181,DELIVER,164,,,,168960,
1.421896,BUFFER,165,,,,168960,held=1
1.421933,DELIVER,165,,,,169984,
1.422559,BUFFER,166,,,,169984,held=1
1.422579,DELIVER,166,,,,171008,
1.423052,BUFFER,167,,,,171008,held=1
1.423068,DELIVER,167,,,,172032,
1.423472,BUFFER,168,,,,172032,held=1
1.423482,DELIVER,168,,,,173056,
1.423778,BUFFER,169,,,,173056,held=1
1.423788,DELIVER,169,,,,174080,
1.424096,BUFFER,170,,,,174080,held=1
1.424106,DELIVER,170,,,,175104,
1.435832,BUFFER,171,,,,175104,held=1
1.435864,DELIVER,171,,,,176128,
1.436331,BUFFER,172,,,,176128,held=1
1.436343,DELIVER,172,,,,177152,
1.436590,BUFFER,173,,,,177152,held=1
1.436599,DELIVER,173,,,,178176,
1.436831,BUFFER,174,,,,178176,held=1
1.436841,DELIVER,174,,,,179200,
1.442102,BUFFER,175,,,,179200,held=1
1.442123,DELIVER,175,,,,180224,
1.446746,BUFFER,176,,,,180224,held=1
1.446761,DELIVER,176,,,,181248,
1.447173,BUFFER,177,,,,181248,held=1
1.447186,DELIVER,177,,,,182272,
1.452475,BUFFER,178,,,,182272,held=1
1.452503,DELIVER,178,,,,183296,
1.452833,BUFFER,179,,,,183296,held=1
1.452844,DELIVER,179,,,,184320,
1.453215,BUFFER,180,,,,184320,held=1
1.453227,DELIVER,180,,,,185344,
1.454316,BUFFER,181,,,,185344,held=1
1.454331,DELIVER,181,,,,186368,
1.455566,BUFFER,182,,,,186368,held=1
1.455580,DELIVER,182,,,,187392,
1.463552,BUFFER,183,,,,187392,held=1
1.463571,DELIVER,183,,,,188416,
1.463901,BUFFER,184,,,,188416,held=1
1.463912,DELIVER,184,,,,189440,
1.466374,BUFFER,185,,,,189440,held=1
1.466391,DELIVER,185,,,,190464,
1.468701,BUFFER,186,,,,190464,held=1
1.468730,DELIVER,186,,,,191488,
1.469246,BUFFER,187,,,,191488,held=1
1.469263,DELIVER,187,,,,192512,
1.469632,BUFFER,188,,,,192512,held=1
1.469644,DELIVER,188,,,,193536,
1.482194,BUFFER,189,,,,193536,held=1
1.482236,DELIVER,189,,,,194560,
1.486465,BUFFER,190,,,,194560,held=1
1.486487,DELIVER,190,,,,195584,
1.486867,BUFFER,191,,,,195584,held=1
1.486878,DELIVER,191,,,,196608,
1.487204,BUFFER,192,,,,196608,held=1
1.487214,DELIVER,192,,,,197632,
1.489002,BUFFER,193,,,,197632,held=1
1.489025,DELIVER,193,,,,198656,
1.491109,BUFFER,194,,,,198656,held=1
1.491122,DELIVER,194,,,,199680,
1.497343,BUFFER,195,,,,199680,held=1
1.497362,DELIVER,195,,,,200704,
1.497736,BUFFER,196,,,,200704,held=1
1.497752,DELIVER,196,,,,201728,
1.502284,BUFFER,197,,,,201728,held=1
1.502312,DELIVER,197,,,,202752,
1.502783,BUFFER,198,,,,202752,held=1
1.502797,DELIVER,198,,,,203776,
1.503130,BUFFER,199,,,,203776,held=1
1.503142,DELIVER,199,,,,204800,
1.504761,BUFFER,200,,,,204800,held=1
1.504783,DELIVER,200,,,,205824,
1.505342,BUFFER,201,,,,205824,held=1
1.505359,DELIVER,201,,,,206848,
1.505847,BUFFER,202,,,,206848,held=1
1.505889,DELIVER,202,,,,207872,
1.506449,BUFFER,203,,,,207872,held=1
1.506469,DELIVER,203,,,,208896,
1.506901,BUFFER,204,,,,208896,held=1
1.506916,DELIVER,204,,,,209920,
1.519261,BUFFER,205,,,,209920,held=1
1.519299,DELIVER,205,,,,210944,
1.520520,BUFFER,206,,,,210944,held=1
1.520543,DELIVER,206,,,,211968,
1.521301,BUFFER,207,,,,211968,held=1
1.521313,DELIVER,207,,,,212992,
1.521648,BUFFER,208,,,,212992,held=1
1.521664,DELIVER,208,,,,214016,
1.538998,BUFFER,209,,,,214016,held=1
1.539030,DELIVER,209,,,,215040,
1.539554,BUFFER,210,,,,215040,held=1
1.539573,DELIVER,210,,,,216064,
1.540039,BUFFER,211,,,,216064,held=1
1.540059,DELIVER,211,,,,217088,
1.540426,BUFFER,212,,,,217088,held=1
1.540438,DELIVER,212,,,,218112,
1.541473,BUFFER,213,,,,218112,held=1
1.541488,DELIVER,213,,,,219136,
1.541835,BUFFER,214,,,,219136,held=1
1.541848,DELIVER,214,,,,220160,
1.542517,BUFFER,215,,,,220160,held=1
1.542528,DELIVER,215,,,,221184,
1.542846,BUFFER,216,,,,221184,held=1
1.542859,DELIVER,216,,,,222208,
1.543202,BUFFER,217,,,,222208,held=1
1.543217,DELIVER,217,,,,223232,
1.548623,BUFFER,218,,,,223232,held=1
1.548636,DELIVER,218,,,,224256,
1.548979,BUFFER,219,,,,224256,held=1
1.548992,DELIVER,219,,,,225280,
1.556893,BUFFER,220,,,,225280,held=1
1.556934,DELIVER,220,,,,226304,
1.557329,BUFFER,221,,,,226304,held=1
1.557343,DELIVER,221,,,,227328,
1.557680,BUFFER,222,,,,227328,held=1
1.557694,DELIVER,222,,,,228352,
1.558071,BUFFER,223,,,,228352,held=1
1.558082,DELIVER,223,,,,229376,
1.558411,BUFFER,224,,,,229376,held=1
1.558421,DELIVER,224,,,,230400,
1.558730,BUFFER,225,,,,230400,held=1
1.558740,DELIVER,225,,,,231424,
1.559730,BUFFER,226,,,,231424,held=1
1.559751,DELIVER,226,,,,232448,
1.560245,BUFFER,227,,,,232448,held=1
1.560289,DELIVER,227,,,,233472,
1.565986,BUFFER,228,,,,233472,held=1
1.566005,DELIVER,228,,,,234496,
1.587707,BUFFER,229,,,,234496,held=1
1.587737,DELIVER,229,,,,235520,
1.588133,BUFFER,230,,,,235520,held=1
1.588149,DELIVER,230,,,,236544,
1.588599,BUFFER,231,,,,236544,held=1
1.588610,DELIVER,231,,,,237568,
1.589711,BUFFER,232,,,,237568,held=1
1.589722,DELIVER,232,,,,238592,
1.589948,BUFFER,233,,,,238592,held=1
1.589957,DELIVER,233,,,,239616,
1.590164,BUFFER,234,,,,239616,held=1
1.590171,DELIVER,234,,,,240640,
1.590390,BUFFER,235,,,,240640,held=1
1.590400,DELIVER,235,,,,241664,
1.590621,BUFFER,236,,,,241664,held=1
1.590628,DELIVER,236,,,,242688,
1.591003,BUFFER,237,,,,242688,held=1
1.591019,DELIVER,237,,,,243712,
1.591364,BUFFER,238,,,,243712,held=1
1.591380,DELIVER,238,,,,244736,
1.591670,BUFFER,239,,,,244736,held=1
1.591680,DELIVER,239,,,,245760,
1.591954,BUFFER,240,,,,245760,held=1
1.591961,DELIVER,240,,,,246784,
1.619743,BUFFER,241,,,,246784,held=1
1.619769,DELIVER,241,,,,247808,
1.620105,BUFFER,242,,,,247808,held=1
1.620118,DELIVER,242,,,,248832,
1.620420,BUFFER,243,,,,248832,held=1
1.620435,DELIVER,243,,,,249856,
1.620754,BUFFER,244,,,,249856,held=1
